Time,Source User,Target User,Computer,Auth Type,Logon Type,Orientation,Status
2026-04-25T08:59:02.484Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:02.590Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:02.615Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:02.619Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:14.165Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:14.334Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:14.352Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T08:59:14.544Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:14.697Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T08:59:14.737Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:00:30.202Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:00:30.241Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:00:30.378Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:00:30.400Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:00:30.636Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:00:30.661Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:00:30.784Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:00:30.788Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:04.737Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:04.776Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:04.901Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:05.135Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:05.269Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:05.273Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:33.403Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:33.551Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:33.571Z,PC,CodexSandboxOffline,DESKTOP-C332RF6,Negotiate,2,LogOn,Success
2026-04-25T09:02:33.928Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:33.949Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:02:33.953Z,,CodexSandboxOffline,DESKTOP-C332RF6,,2,LogOff,LogOff
2026-04-25T09:04:41.790Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:06:45.976Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:09:32.620Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:18:02.493Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:18:02.764Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:24:42.130Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:26:11.587Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:29:09.171Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:34:00.332Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:44:16.436Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:44:17.387Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:46:13.731Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:48:03.573Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:48:03.838Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:56:03.706Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:59:26.487Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
2026-04-25T09:59:27.620Z,DESKTOP-C332RF6$,SYSTEM,DESKTOP-C332RF6,Negotiate,5,LogOn,Success
